[Measurement conditions]
Sample identification,
Comment - 1,"5-50 for 5min"
Comment - 2,"Configuration=Chi-Phi-x-y-z stage 240 mm, Owner=User-1, Creation date=2012/9/10 12:01:05"
Comment - 3,"Goniometer=Theta/Theta; Minimum step size 2Theta:.0001; Minimum step size Omega:.0001"
Comment - 4,"Sample stage=Chi-Phi-x-y-z stage 240 mm; Minimum step size Phi:.01; Minimum step size Chi:.01; Minimum step size X:.01; Minimum step size Y:.01; Minimum step size Z:.001"
Comment - 5,"Diffractometer system=EMPYREAN"
Comment - 6,"Measurement program=C:\PANalytical\Data Collector\Programs\Phase-4-WU.xrdmp, Identifier={F5A8FFB3-DF66-4098-8257-F6B239A143CA}"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.76mm
Monochromator used,NO
Generator voltage, 40
Tube current, 40
File date and time,16/Ê®Ò»ÔÂ/2021 19:09
Unit cell,
h k l, 0 0 0
Scan axis,2Theta-Omega
Scan range,4.999999999,49.997478731
Scan step size,0.0131303
Omega offset,0.00000000
No. of points, 3427
Scan type,CONTINUOUS
Phi,0.0
Psi,0.0
X,0.0
Y,0.0
Z,9.34
Time per step,18.87
[Scan points]
Angle,Intensity
5.006565140,752.0
5.019695423,789.0
5.032825705,777.0
5.045955988,767.0
5.059086271,762.0
5.072216553,748.0
5.085346836,770.0
5.098477119,744.0
5.111607401,742.0
5.124737684,747.0
5.137867967,818.0
5.150998249,763.0
5.164128532,799.0
5.177258815,808.0
5.190389097,771.0
5.203519380,780.0
5.216649663,734.0
5.229779946,722.0
5.242910228,796.0
5.256040511,756.0
5.269170794,724.0
5.282301076,701.0
5.295431359,704.0
5.308561642,738.0
5.321691924,761.0
5.334822207,778.0
5.347952490,733.0
5.361082772,777.0
5.374213055,734.0
5.387343338,756.0
5.400473620,733.0
5.413603903,693.0
5.426734186,678.0
5.439864468,774.0
5.452994751,709.0
5.466125034,746.0
5.479255316,756.0
5.492385599,749.0
5.505515882,724.0
5.518646164,744.0
5.531776447,782.0
5.544906730,742.0
5.558037012,718.0
5.571167295,754.0
5.584297578,724.0
5.597427860,746.0
5.610558143,754.0
5.623688426,764.0
5.636818708,745.0
5.649948991,719.0
5.663079274,701.0
5.676209557,771.0
5.689339839,753.0
5.702470122,739.0
5.715600405,737.0
5.728730687,778.0
5.741860970,755.0
5.754991253,756.0
5.768121535,701.0
5.781251818,761.0
5.794382101,729.0
5.807512383,733.0
5.820642666,734.0
5.833772949,729.0
5.846903231,699.0
5.860033514,786.0
5.873163797,739.0
5.886294079,741.0
5.899424362,756.0
5.912554645,772.0
5.925684927,734.0
5.938815210,817.0
5.951945493,728.0
5.965075775,753.0
5.978206058,767.0
5.991336341,762.0
6.004466623,792.0
6.017596906,724.0
6.030727189,734.0
6.043857471,743.0
6.056987754,745.0
6.070118037,793.0
6.083248319,720.0
6.096378602,748.0
6.109508885,752.0
6.122639168,732.0
6.135769450,687.0
6.148899733,734.0
6.162030016,735.0
6.175160298,710.0
6.188290581,721.0
6.201420864,717.0
6.214551146,758.0
6.227681429,731.0
6.240811712,745.0
